Domain,Complaint/ Opinion,Complaint Label,Severity level,Sentiment,Emotion
Transaction Failure,"@trevorachung Don't know you BUT! let me give you an ear full... Sign on to ncb online is a pain, why can't I see who a transfer is done to in my transaction history (that's just dumb), why don't you have an app for ncb business again (fail), and why is the online banking app so unfriendly?",1,No explicit reproach,negative,anger
Transaction Failure,"It's just that ive never ask people for money so it's hard for me to ask that from friends even when it comes to business transaction, im exactly the type of people to fail business i guess",1,No explicit reproach,negative,fear
Transaction Failure,"@PetKingdom_Game I'm trying to buy a pet but the transaction fail, but even if the transaction fail I have lost the fees.. @hyunjxx0_pp
@nguyenvhung01 @HONGGIAQUI1",1,No explicit reproach,negative,sadness
Transaction Failure,"@Kreutzberg40 @tunachunks_123 @VLaunchCOM Suggested by Vlaunch to be successful transaction. You can suggest the gas fee too ,much lower, but if is to low the transaction will fail and you lose the fee.",1,No explicit reproach,negative,sadness
Transaction Failure,"@AKTU_Lucknow @AKTU_Lucknow Roll no - 1818740053
Sir i have payed two times examination feese but not refund money of fail transaction amount please refund my money. https://t.co/olANlloV1C",1,No explicit reproach,negative,sadness
Transaction Failure,Jeez literally had a transaction for a Coodles fail this morning @.07 and didn't have enough gas to try for another one that floor went up quick!! 👀Congrats to Coodles defintely headed to 1 floor price soon!,1,No explicit reproach,negative,sadness
Transaction Failure,"@cobie Imagine dumping a coin on Uniswap and it costs you $3000 in fees and your transaction might fail. Or you use Polygon and the network gets hacked and $20B vanishes.

The article is clear, this is only temporary.",1,No explicit reproach,negative,sadness
Transaction Failure,"@GlobalCrypto12 @tapfantasy2021 Is blockchain gaming, people are always worried about the transaction speed because they worry about their transaction going to fail. How fast and secure is DNA×CAT  gaming platform? If the number of users spikes, will transactions on DNA×CAT get congested?",1,No explicit reproach,neutral,other
Transaction Failure,@sevenlemonsdied i know 666 isn’t available. but it shows as being for me. figured the transaction would fail per usual but instead i got a random plot lol,1,No explicit reproach,negative,sadness
Transaction Failure,"u were v irresponsive all throughout the transaction, u promise dates but fail to report, u gave refunds super late n now u think u can fool me n say u 'accidentally' sent me the refund twice when tbh, i only got it once. u ask me pa to give it back to some other number haha lol",1,No explicit reproach,negative,sadness
Transaction Failure,"@JamesKielkopf @mccarthy_venn @TobyCharleston @paulkrugman You can imagine that, but even cursory reading of Acemoglu and Robinson’s Why Nations Fail will provide you with transaction cost notions of state vs. market institutions, and the key distinctions (as transaction cost generators) between central and decentralized/market planning.",1,No explicit reproach,negative,sadness
Transaction Failure,"Dear $AAVE @AaveAave You’ve lost 6 billion dollars of Total Volume liquidity in 2 &amp; 1/2 months because of your failure to supply your providers with affordable access to their own funds trapped by your obscene transaction fees.
You have a choice, serve your community, or fail. https://t.co/pSkUZ5EWct",1,No explicit reproach,negative,sadness
Transaction Failure,"@cryptogemmouse @MetaMate_NFT In blockchain gaming, people are always worried about the transaction speed because they worry about their transaction going to fail. How fast and secure is #MetaMateNFT gaming platform? If the number of users spikes, will transactions on #MetaMateNFT get congested?",1,No explicit reproach,neutral,other
Transaction Failure,"@PolkaFoundry @kingdom_karnage People are always worried about the transaction speed because they worry about their transaction going to fail. How fast and secure is the #Kingdom Karnage gaming platform? If the number of users spikes, will transactions on #KingdomKarnage get congested?",1,No explicit reproach,neutral,other
Transaction Failure,"@Kreutzberg40 @tunachunks_123 @VLaunchCOM Vlaunch only suggested the highest gas fees for security reason, that the transaction will not fail. But you can change the suggested gas fees to low and you can also wait until the gas fees are much lower. Check on etherscan !",1,No explicit reproach,negative,sadness
Transaction Failure,"@PandaCapital_io @yousuf_sultana @MetaMate_NFT In blockchain gaming, people are always worried about the transaction speed because they worry about their transaction going to fail. How fast and secure is #MetaMateNFT gaming platform? If the number of users spikes, will transactions on #MetaMateNFT get congested?",1,No explicit reproach,neutral,other
Transaction Failure,"@cryptopower24 @polker_PKR Is blockchain gaming, people are always worried about the transaction speed because they worry about their transaction going to fail. How fast and secure is DNA×CAT gaming platform? If the number of users spikes, will transactions on DNA×CAT get congested?",1,No explicit reproach,neutral,other
Transaction Failure,@instant_yuzu @withFND dang...... I place 0.5 and the transaction fail.....,1,No explicit reproach,negative,sadness
Transaction Failure,"Have you ever found yourself staring at your transaction files and realized your mind is somewhere else? Do you find yourself reading the same document repeatedly and still not comprehending it? Sadly, many agents fail to take any type of break from thei… https://t.co/SpQjbBfjwH",1,No explicit reproach,negative,sadness
Transaction Failure,@copsdotgame @wolfdotgame staking keeps saying transaction may fail and yes i have sol. must be broke,1,No explicit reproach,neutral,sadness
Transaction Failure,"@opensea Only buy an NFT that if it was worth nothing you would still want it. Always look for a whitelist in discord to participate in the mint vs buying secondary.  Don't pay a gas fee higher than $150, $30 is solid. Never cancel a transaction just let it fail. Most are ETH grabs.",1,No explicit reproach,negative,sadness
Transaction Failure,"@TrilliumZero @Nouns_3D @VoxNouns @nounsdao @HeadDaoNFT @cryptoseneca @punk4156 @NounPunks @boblnft mint is not working 
Error: cannot estimate gas; transaction may fail or may require manual gas limit",1,No explicit reproach,negative,sadness
Transaction Failure,@0x1d9 @coodles_nft Spent hours today trying to buy with gas spiking. Hit confirm for one @ .1 only to be beaten by 1 second &amp; an enormous gas spike. Took two hours for the transaction to fail. By then the floor doubled &amp; Gas @ 200+ killed my chances. Thanks for another opportunity🙏 @Celt4Life_07,1,No explicit reproach,negative,sadness
Transaction Failure,@GooneyToonsNFT 8x fail transaction,1,No explicit reproach,negative,sadness
Transaction Failure,@doppelNFTs @GooneyToonsNFT Sure gonna click the button and watch the transaction fail,1,No explicit reproach,neutral,sadness
Transaction Failure,@ShawFoundation1 @vashtiian @IOHK_Charles I can't tell you how many transactions I had fail on both Uniswap but losing in the THOUSANDS of $ in failed transaction fees. I said F THAT.. and I will happily wait for transaction times over paying for failed transactions ANYDAY!,1,No explicit reproach,negative,sadness
Transaction Failure,@SolPiratesShip Can anyone tell me why all the transaction get fail and my SOL got deducted too. I didn't even received this NFT https://t.co/kg4d5NKGHN,1,No explicit reproach,negative,sadness
Transaction Failure,"@PandaCapital_io @MetaMate_NFT In blockchain gaming, people are always worried about the transaction speed because they worry about their transaction going to fail. How fast and secure is #MetaMateNFT gaming platform? If the number of users spikes, will transactions on #MetaMateNFT get congested?",1,No explicit reproach,neutral,other
Transaction Failure,"crp. spoke too soon: 

Oops, transaction for order #52 failed

Don’t worry, that happens sometimes!

Transactions fail for several reasons. To find out what went wrong, go to Dashboard &gt; Billing &gt; Payments. see why the transaction failed and what your next steps are.",1,No explicit reproach,negative,sadness
Transaction Failure,"@Vanguard_Group It would be great if your mobile app worked for clients that use your advisory service. Since the upgrade, all I can get are balances. No message or transaction activity. This is very frustrating. Fix the app for everyone!!! #fail #useless",1,No explicit reproach,negative,sadness
Transaction Failure,@paulafe03273323 @illuviumio Hopefully we should hear about a decision soon regarding people who bought after the initial snapshot. Those ETH gas fees alone at the time to buy were expensive as well! I even got a fail transaction trying to buy the first time 😭,1,No explicit reproach,negative,sadness
Transaction Failure,"@spirt_reborn @AvaxPenguinFam @avalabsofficial Tried to get one, MM was telling me that transaction is expected to fail because gas fee was 0.8 avax... So I didn't get one but congrats man!",1,No explicit reproach,negative,sadness
Transaction Failure,"This is why transactions just fail, and validators crash, and the system either stumbles or falls apart completely.

It's just a different transaction fee to pay - uncertainty.

Just like how BTC 'got through it,' Solana will too... But the market will have moved on.",1,No explicit reproach,negative,sadness
Transaction Failure,"@VEGAS_ADA_Pool The first mover advantage is entrenched and huge, but nobody likes paying a fortune to have a transaction fail. The real miracle is that the dominance has lasted this long.",1,No explicit reproach,negative,sadness
Transaction Failure,"3/ Before confirming your transaction, click on ""Edit"" (above ""Estimated gas fee""), then Advanced Options and edit ""Max fee"".
Dont touch Gas Limit, if you set it too low, your transaction will fail. https://t.co/3Uc8f35lIA",1,No explicit reproach,negative,sadness
Transaction Failure,@travolook Please share all the transaction details to proof that you have refunded. Fail to give means you are again giving flase statements.,1,No explicit reproach,negative,sadness
Transaction Failure,"@CryptonationN @BiboxIndia People are always worried about the transaction speed because they worry about their transaction going to fail. How fast and secure is BiboxIndia platform? If the number of users spikes, will transactions on BiboxIndia get congested? 

@ikhl @ileop68 @ilotli",1,No explicit reproach,neutral,other
Transaction Failure,"@CryptoTitans1 @MetaB_bsc 12% Transaction fee is a high number. Many project Already use this mechanism and some of them fail. So, what is your special features that I can't find in other projects? and what is your Extraordinary plan to convince user and investor to invest in project for the long term?",1,No explicit reproach,negative,sadness
Transaction Failure,"ME just did me dirty, said my transaction didn’t go through so I tried a different one. That said it failed. Switched to my desktop and both transactions actually went through and didn’t fail 🙄🥴 wtf",1,No explicit reproach,negative,anger
Transaction Failure,"@Cryptoboster @tapfantasy2021 In blockchain gaming, people are always worried about the transaction speed because they worry about their transaction going to fail. How fast and secure is #tapfantasy gaming platform? If the number of users spikes, will transactions on #tapfantasy get congested?",1,No explicit reproach,neutral,other
Transaction Failure,"@MIM_Replenishes My transaction does not go through in Abracadabra. I have the message “looks like your transaction is likely to fail due to slippage settings, plz increase your slippage” despite having set a swap tolerance of 5%. Anyone had this problem?",1,No explicit reproach,negative,sadness
Transaction Failure,@sliceit_ mera card transaction bar bar ku fail ho raha hai https://t.co/h9Wtzoyw4U,1,No explicit reproach,negative,sadness
Transaction Failure,"@chocoin_VN @Mytheria_MYRA People are always worried about the transaction speed because they worry about their transaction going to fail. How fast and secure is ""Mytheria' platform? If the number of users spikes, will transactions on  ""Mytheria' get congested?",1,No explicit reproach,neutral,other
Transaction Failure,"@Crypto_Ed_NL Hey sir 
I'm doing ethereum transaction , the gas limit is crazy but if i edit it to 21000 and leave the guewei  same will it fail",1,No explicit reproach,negative,sadness
Transaction Failure,Praying this transaction doesn’t fail,1,No explicit reproach,neutral,other
Transaction Failure,"@MIM_Replenishes does anyone know why i am getting msg "" your transaction is likely to fail due to slippage settings, please increase the value,"" anyone know how to fix this",1,No explicit reproach,negative,sadness
Transaction Failure,@jasongalea88 #solana is broken. Your transaction will likely just fail.,1,No explicit reproach,negative,sadness
Transaction Failure,"you're frantically liquidating what you can, what's left of it. transaction after transaction. how much are you losing to gas at this point? fuck fuck fuck. everything is buckling. why won't anything confirm? the bears were right. fuck the bears! why do they want you to fail???",1,No explicit reproach,negative,anger
Transaction Failure,"Roblox, to verify you're the cardholder making a purchase, setting in place a verification process that triggers a security alert with your CC company that makes them cancel your card causing the transaction to fail and you to have to call the CC company to reactivate your card. https://t.co/7EmZ3LR7na",1,No explicit reproach,negative,sadness
Transaction Failure,@JohnSmi36099426 @CryptoTruth14 @SolanaStatus Never had a transaction on the cardano network fail. Definitely have happen on eth network,1,No explicit reproach,negative,sadness
Transaction Failure,"@copsdotgame Hey Mayor!  Thanks for the note.  Just bought a cop, when I try to stake- Phantom tells me transaction may fail to confirm, and then I get an error message.  I have plenty of Sol to cover the network fee, anything I can do to fix this?",1,No explicit reproach,negative,sadness
Transaction Failure,"@cirocobama216 because in reality a ""failed"" transaction is still a processed TXN by a miner on the blockchain so it has a cost. A poorly written contract could cause a TXN to fail.",1,No explicit reproach,negative,sadness
Transaction Failure,"@sunrisegrove @YouTube giving someone an nft is cringe and fail bc they might sell it, but fwiw the environmental damage is only if an actual crypto transaction happens, otherwise you're just basically sending someone a link",1,No explicit reproach,negative,sadness
Transaction Failure,"@fragma_net Is blockchain gaming, people are always worried about the transaction speed because they worry about their transaction going to fail. How fast and secure is DNA×CAT gaming platform? If the number of users spikes, will transactions on DNA×CAT get congested?",1,No explicit reproach,neutral,other
Transaction Failure,"@deltathetwo @KahlebKensinger @BenchtheGirl @Garfield WHY DOES IT ACTUALLY WORK, I ORDERED SOMETHING THINKING IT WOULD FAIL AND I PANICKED WHEN OT SAID TRANSACTION COMPLETE
I HAD TO CANCEL MY ORDER",1,No explicit reproach,negative,sadness
Transaction Failure,"But the question is more, do we need another coin to have almost zero fee transctions: no. We already have lightning as 2nd layer solution. And there you can already do transaction with 0 fees. $kasta: Another coin, another try that will fail.",1,No explicit reproach,negative,sadness
Transaction Failure,#CyberAlertCritical KIDF1JP6 NVD 9.8 IMPACT:5.9 EXPLOIT:3.9  #CPE_NERVOS #CVE_2021_45698 : An issue was discovered in the ckb crate before 0.40.0 for Rust. A get_block_template RPC call may fail in situations where it is supposed to select a Nervos CKB blockchain transaction wi,1,No explicit reproach,negative,sadness
Transaction Failure,"@thecryptoyowie @BrightPalz I thought I didn’t make it, but I still wasn’t mad. But I’ma vet, so I got my transaction thru. most people just made their twitters yesterday and are complete noobs. Don’t know shit but complain about everything🙄",1,No explicit reproach,negative,sadness
Transaction Failure,@BankofIndia_IN @PhonePe_ @LICIndiaForever @RBI I was paying my @LICIndiaForever premium though phonepe gate way using @BankofIndia_IN debit card.Amount was deducted but transaction was failed. Register complain with @PhonePe_ and @BankofIndia_IN adampur branch. It's more than 13 days but yet to receive money back. Image atchd https://t.co/RmYqMBKicH,1,No explicit reproach,negative,sadness
Transaction Failure,@londonboy237 Our Nigerian friends don't need to complain about any money transaction between Cameroon and Nigeria cuz this app #Swychr is out to solve the money transaction prob that we had between CMR &amp; NIJA🤜🏼🤛🏽🔥🔥🔥💵💵,1,No explicit reproach,negative,sadness
Transaction Failure,"@UBACares I would like to make a complain I use a pos machine to withdraw 
The transaction was declined but I was debited 
Account number: 2134857774
Account name : Adebayo Hammed Adewale 
Amount: 5000
Date of transaction: 12 January 2022 https://t.co/T3A8hKY4x5",1,No explicit reproach,negative,sadness
Transaction Failure,@SavvyRinu Naso @gtbank stole 49k from me dec last year and I went there to complain only for them to say “probably I did an online transaction and also it was used on a pos”. Me that was staring at my atm card right in front of me 🤦🏻‍♀️🤦🏻‍♀️,1,No explicit reproach,negative,sadness
Transaction Failure,"#Gtbank If you get transfer issue with Gtbank my friend forget ur money they are not ready to dream of refunding ur money
Has issue with wrong transaction since September 30th 2021 complain to the bank immediately
Till today I never see my money bank",1,No explicit reproach,negative,sadness
Transaction Failure,"@HDFC_Bank I have recently withdrawn a transaction from a atm and amount come out automatically ,i went to complain at ur borivali East and ur staff took things very casually ,I hope this concern should be taken seriously",1,No explicit reproach,negative,sadness
Transaction Failure,"@ICICIBank_Care hey icici i made a complain regarding a transaction with u , your official contact me once and they remind my issue to me. i want an action.",1,No explicit reproach,negative,sadness
Transaction Failure,"In the last 3 years I spent 13 eth worth transaction fees on the ethereum network and have earned 350 eth as roi

if you know what you are doing your life changes along with your networth 

if you don’t then all you do is complain all day",1,No explicit reproach,negative,sadness
Transaction Failure,@YVETTRA22 My daughter works retail. Every day someone is calling out with covid symptoms. Customers complain about the line to check out being too long. Asking why she wipes the counter after every transaction. Burger King near us had only 2 employees the other day. Can’t operate that way.,1,No explicit reproach,negative,sadness
Transaction Failure,"@____________MAX Lol I haven't been to Bank now in 4yrs, my card expired I don't even want another one. Once my daily transaction limit is reached then that's it. So many times they have debited me and didn't reverse it and I haven't gone to complain in the bank.",1,No explicit reproach,negative,sadness
Transaction Failure,"@myaccessbank My 28000 transaction wasn’t successful, called customer care they gave me one complain code and nothing happened after three months I went to bank and complain o was told the transaction as been long nothing can be done. My God no go forgive you o",1,No explicit reproach,negative,sadness
Transaction Failure,@accessbank_help now that #TwitterBanLifted do customer have to complain before you do something about a failed transaction?,1,No explicit reproach,negative,sadness
Transaction Failure,"@Paytm @paytm @PaytmBank @Paytmcare @vijayshekhar 
Please Refund My Money. My Transaction Failed In 9 Jan. After 6 Days You Are Not Solve This Please My Refund Money I Wait One More Day And I Go To Complain RBI Helpline And Customer Helpline For This.",1,No explicit reproach,negative,sadness
Transaction Failure,"@jrgbofficial Fraudulent transaction of Rs 10000.00 occurred on 17.11.2021 and no action taken by bank yet inspite of complain made on Hazaribag branch on 18.11.2021.

Koi action hoga https://t.co/Wp1RUksCFG",1,No explicit reproach,negative,sadness
Transaction Failure,I made a complain concerning the wrong transaction made but till now nothing had been done yet @OPay_NG,1,No explicit reproach,negative,sadness
Transaction Failure,@cenbank @keystonebankng  return my money #1750 a failed transaction that happen since on the 25/12/2021. I have complain about this and nothing was done what kind of bank is this?,1,No explicit reproach,negative,sadness
Transaction Failure,@MyIndianBank Please take a look I am unable to full complain because I don't have transaction I'd. https://t.co/0mnBVOW05m,1,No explicit reproach,negative,sadness
Transaction Failure,@keystonebankng @cenbank return my #1750 that was a failed transaction since 25/12/2021. I have complain and nothing have be done since then,1,No explicit reproach,negative,sadness
Transaction Failure,"@jagograhakjago @ConsumrConxion one of the hotels is charging 2-3% for card transaction and forced me to do UPI. How to complain RBI or any Forum volunteering on such complaints.
Together let's weed out illegal practices",1,No explicit reproach,negative,sadness
Transaction Failure,"After a complain has been laid not once but three times, only for you guys to do nothing about it. It's over two months now that three failed transaction happen on your card and yet, I'm yet to get a reversal back into my account. Is this even good at all?",1,No explicit reproach,negative,sadness
Transaction Failure,"Amount debit from my account but transaction failed , after a lot of  complain and 3 business days past amount not getting back. Very bad experience from paytm.@Paytm  @Paytmcare @PaytmMoney  @UPI_NPCI",1,No explicit reproach,negative,sadness
Transaction Failure,"@gtbank welcome back ooo, I had a failed transaction since 27th of December. Went to the bank to complain on the 29th of December. I was told it would take 6-8 working days for the money to be reversed. And it hasn’t been reversed. Help please",1,No explicit reproach,negative,sadness
Transaction Failure,"@vijayshekhar @paytm @PaytmBank @PaytmCybercell @PaytmFirst 
Hi My 2 Transaction Failed In 9 Jan. Money Debited From My Ac But No Any Refund Credit In My Account After 4 Days.
Your Customer Service Are Wrost. Pls Refund My Money Or I Go To Complain Rbi Customer Helpline.",1,No explicit reproach,negative,anger
Transaction Failure,@TheOfficialSBI ecs transaction id show nahi ho raha isliye complain nahi ho pa raha,1,No explicit reproach,negative,sadness
Transaction Failure,"@officialEFCC You that I lodged a complain in your Lagos office of unauthorised transaction of the sum of #375,000. Naira . They didn't follow up on the case stating the money involve is too small despite providing all evidence and the cuprit bank account and name. No justice for the poor.",1,No explicit reproach,negative,sadness
Transaction Failure,It is sad that my first tweet in months is to complain about @StanbicIBTC. They provide seats for their customer care officers while they expect you to keep standing. That's after debiting me without authorisation and lying that I did a POS transaction that I wasn't debited,1,No explicit reproach,negative,sadness
Transaction Failure,As we welcome back the VPN-less Twitter @FBN_help @FirstBankngr Please reverse my declined POS transaction since 27 Nov 2021. I went to your branch in Area 11 to complain. @cenbank #firstbank #posreversal,1,No explicit reproach,negative,sadness
Transaction Failure,"This is a quite long time raised this complain and till now no resolution, is this the way to address complains of digital transaction handled by @UPI_NPCI
CC: @mygovindia @nsitharaman @FinMinIndia https://t.co/GgGuAqa2gE",1,No explicit reproach,negative,sadness
Transaction Failure,"@black_bhoy_ I once applied for a 5k loan and later on I was credited. Without any transaction, UBA deducted the 5k after 2hrs and I went to complain at their customer service, I was promised it'd be reversed, shi shi dem no drop.
I wrote different letters, nothing still drop",1,No explicit reproach,negative,sadness
Transaction Failure,"@dammieololade @black_bhoy_ I once applied for a 5k loan and later on I was credited. Without any transaction, UBA deducted the 5k after 2hrs and I went to complain at their customer service, I was promised it'd be reversed, shi shi dem no drop.
I wrote different letters, nothing still drop",1,No explicit reproach,negative,sadness
Transaction Failure,The most painful thing about #TwitterBan  was the part where I can't slide into my banks DM to complain about failed transaction.,1,No explicit reproach,negative,sadness
Transaction Failure,@Paytm Upi kiya Paytm se... Paise cut Gaye... Receiver ko nahi mila... Complain kiya.... 1 week baad problem solve hua by Paytm... Paytm ne kaha ush transaction main koi bhi paise nahi Katey hain..agar karta hai to 2 din main paisa wapis aa jayega... Kya karun main ab,1,No explicit reproach,negative,sadness
Transaction Failure,@bankofbaroda @BankofBarodaCEO I tried to withdraw ₹10000 from my account through an ATM the transaction got declined but amount got deducted from my account. And when i try to fill a complain it's not getting registered that was i am told by the Customer service executives.,1,No explicit reproach,negative,sadness
Transaction Failure,i constantly complain about being poor and i am on 2 forms of social welfare but my transaction history is insane ....... my prefrontal cortex is not fully formed yet step off,1,No explicit reproach,negative,sadness
Transaction Failure,@KFC_India I order an item on 28 December the transaction is sucsses.. But order not placed. Whi I complain they first tell me send the screen shot to a mail adress (which given by the customer care)..then u get your refund with in 2 days..i mail him but i did not get any reply. https://t.co/4SniiIX5sf,1,No explicit reproach,negative,sadness
Transaction Failure,@federalreserve One time @AskAmex phone customer support tried telling me that the statement balance on my Amex app wasn’t the same as the “legal statement” that I don’t get unless I complain about how I added up my purchases listed under transaction in the app was $200 more than it should be.,1,No explicit reproach,negative,sadness
Transaction Failure,"@eSewaNepal your new features ""Secured transfer"" sucks. You are just making a way to fill your pocket. Rs.5 for every transaction. And Rs 100 for any complain! Why to take charge on every transaction?",1,No explicit reproach,negative,sadness
Transaction Failure,"@Haseebahmad102 @komal1310 @_masifiqbal_ @Nas_k27 @UBLDigital @GovtofPakistan This app is total disgrace still, it seem to have absolute no integration with any backend systems, any transaction it comes up with same lovely error ""oh snap, try again""! 
everyone raise complain on pmportal about it. 1Link this app doesnt work or its half cooked! @ImranKhanPTI",1,No explicit reproach,negative,sadness
Transaction Failure,"I recently made a transaction ITC STORE , it was showing as failed. I tried to contact customer care they tell they will refund my money in 10-12 days . But now its more then 2 month I didn't get any refund . Can anyone please help @itcstore @ITCCorpCom .Complain id #51858",1,Blame,negative,sadness
Transaction Failure,"Dear @Paytm @Paytmcare @Paytm Whats happening can you plz explain its been more thar 4 days since i have complain on an ticket for my failed transaction amount deducted but still not received..
No one from your care reply on this issue My ticket no. 3141109593
Plz help ...🙏👏",1,No explicit reproach,negative,fear
Transaction Failure,"@RBLBankCares What I said? My card is still block and I did not complete my urgent transaction so don't reply me, forgot your 175000 of credit card dues and I forgot RBL bank , don't call me to pay otherwise I will abuse badly and will complain to RBI",1,No explicit reproach,negative,sadness
Transaction Failure,"@priyank62858966 Kindly note that third party issues cannot be entertained on social media,  then please advise the customer to  report it to the respective law enforcement agencies and the home branch. Also, lodge a complain as unauthorized transaction in our CMS and block his/ her (1/2)",1,No explicit reproach,negative,sadness
Transaction Failure,@PaytmTravelCare My mobile no. is 9868210819. Kindly check my complain ticket ids with Paytm. I have uploaded all the reverent documents including messages received from Paytm when transaction was done and reply from IRCTC having refund transaction details.,1,No explicit reproach,negative,sadness
Transaction Failure,@HDFCBank_Cares Amount debited but transaction failed from HDFC credit card. Amount not credited back yet. Let me know where to register complain.,1,No explicit reproach,negative,sadness
Transaction Failure,"Here's a novel market driven idea: property taxes based on actual transaction price. Why are governments wasting time engaging in market valuation when that's already done by market participants? More tax revenue and capitalists can't complain about market forces.

@Canada",1,No explicit reproach,negative,sadness
Transaction Failure,"@trespassermax she said it happened at another store. the barcode was homemade--they didn't bother to make one section of numbers in a larger font than the rest. but maybe people extrapolate from the ""complain and get free stuff"" model that a store would refund a financial transaction. nuh-uh.",1,No explicit reproach,negative,sadness
Transaction Failure,"@easypaisa AoA, i did a transaction from my Habib Metro account to my easypaisa account on 7 Jan, my funds deducted from my Account but i havent received funds in my telenor account yet. I wrote a complain via email but didnt get response yet. 1/2",1,No explicit reproach,negative,sadness
Transaction Failure,@easypaisa What the hell is going on ? Are you not responsible for customer transaction??? Am raising my complain on State Bank platform!! Its been 5 days you take it easy no one responded me authentically!!!,1,No explicit reproach,negative,anger
Transaction Failure,"Dear bank,There is fraud transaction on my account two months ago. Can I expect that my money would be back or just forget this ? Your customer executive has no answer for my query.
Can I have your attention at this complain please ?@TheOfficialSBI @RBI @FinMinIndia @nsitharaman",1,No explicit reproach,negative,sadness
Transaction Failure,@SelcomTanzania has the worst customer service in Tanzania. Called to complain about a reversal for a transaction and the guy at the other end of the line hung up the phone. @sameerhirji77 sort your people out.,1,Disapproval,negative,anger
Transaction Failure,"@Hessu357 I agree and disagree.
Creditors have a right to get what they are promised,when they get avoidance then they have a right to complain.
Same as any other financial transaction.
Isn't that fair.
PR as we have discussed is needed immediately from Holo",1,No explicit reproach,negative,sadness
Transaction Failure,"Disputed transaction related to my credit card recently two unauthorised
 transaction happened with our credit card amounting 45531₹&amp;45531 total 91062₹. On dated 5jan2021 without our consent. Sbi complain id 1144275106670
@SBICard_Connect @rashtrapatibhv1
@PMOIndia",1,No explicit reproach,negative,sadness
Transaction Failure,"Dear first bank  its been over 2 month i lodge a complain about atm dispense error  both online and physical yet i was not refunded of the total amount of 10,000 what is really happning ??? My account number 3102372165 alayande wendy martina transaction  date nov 10 @FirstBankngr",1,No explicit reproach,negative,sadness
Transaction Failure,@chadflood888 @jaydee_757 You do know that Ripple with the use of XRP is trying to replace swift right? Swift moves 5 trillion dollars a day. Swift is much slower and costs way more than an XRP transaction. I could believe $8-13 xrp. But I agree with you about 589. LOL But I won't complain if it does. LOL,1,No explicit reproach,negative,sadness
Transaction Failure,"Hello team! @reliancejio @KotakMahindra16 Writing this mail after being fed up with your customer service and blame game. I have logged in a complain REF# 1-18633885811(kotak bank) and transaction ID- BR0006XG4PH5(jio)
It's been more than 30 days and yet team asked to wait 52days",1,No explicit reproach,negative,sadness
Transaction Failure,@MyIndianBank @DFS_India Kindly recheck the link page you have been given to me. i could not set the transaction date. I can complain only if I set a date. why the server down today. still not working.,1,No explicit reproach,negative,sadness
Transaction Failure,"@ZenithBank
transaction was not successful, the ATM did not Dispense and she was Debited the Sum of N5,000. 
She thought after some time the reversal will be made but till this moment no reversal yet. Hence, she chose to complain. Please, run a check on the customer's account and",1,No explicit reproach,negative,sadness
Transaction Failure,"@StanbicIBTC  Earlier today, I sent a mail to complain about a debit transaction which occured ony account that I did not initiate. Till now. nothing as been done. Please explain why money is being taken out of my account and I know nothing about it.",1,No explicit reproach,negative,sadness
Transaction Failure,"@Morris_Monye UBA did this to me, 2 months ago, I transfered money to my UBA account, and what I saw in my balance was lesser than the amount transfered, almost 5000 short.

Didn't get any alert, 

I went to the bank to complain, they told me it was a transaction I made in 50BC",1,No explicit reproach,negative,sadness
Transaction Failure,@PHLSSS i paid for my colleague using the sss app installed in my phone. the gcash said my transaction is already good and i need to complain on sss because u were the one who did not post the payments.,1,No explicit reproach,negative,sadness
Transaction Failure,"Fraud Bank - @Bank_on_Fi
on 2 Nov i trnfered Rs 24400 from my paytm wallet to fi money, but amt credit in Fi money is lien. According to them they receive complain from paytm and i have to withdrawal that complain and paytm is saying transaction is sucesful v cann't do anything https://t.co/c3OvYqqGNQ",1,No explicit reproach,negative,sadness
Transaction Failure,He's right PSO2 is unbelievably exploitative with its transaction system and its strange how people don't complain about it (because it's just cosmetic?) https://t.co/aD1Iiu7CFr,1,No explicit reproach,negative,surprise
Transaction Failure,"Transaction says successful but merchant says failed, so I had to pay with cash .. So if it doesn't refund, where and how should I complain? @MyTouchnGo

This is the second time this week. Wtf https://t.co/lBbpLm9U62",1,No explicit reproach,negative,sadness
Transaction Failure,"I got a fraud call today ..... And he told me to click a link then ₹1999 debited from my account 

Now i want complain this Unauthorised Transaction. 
@Cyberdost
@TheOfficialSBI
@spkendrapara @dmkendrapara https://t.co/Mu8JanT9cJ",1,No explicit reproach,negative,sadness
Transaction Failure,"Fraud Bank - @Bank_on_Fi 
on 2 Nov i trnfered Rs 24400 from my paytm wallet to fi money, but amt credit in Fi money is lien. According to them they receive complain from paytm and i have to withdrawal that complain and paytm is saying transaction is sucesful v cann't do anything https://t.co/VN80gCXA87",1,No explicit reproach,negative,sadness
Transaction Failure,"@sludgewife No way, its ur right to complain bc u are as crystal clear as possible and u know ppl can be weird or shady. Its a bussiness transaction so its important!",1,No explicit reproach,negative,sadness
Transaction Failure,@dhanicares I made a transaction 900 at 26-Dec but it shows declined at merchant but still my dhani credit line was debited I complain about it but nobody helped me yet I have not received my refund yet but still I receive only call for pending EMI,1,No explicit reproach,negative,sadness
